Country,Subject Descriptor,2015,2016,2017,2018,2019,2020,Estimates Start After
Croatia,Population,4.204,4.174,4.125,4.088,4.065,4.048,2020
Croatia,General government revenue,44.62,45.886,45.515,45.665,46.258,47.127,2020
Croatia,General government total expenditure,48.021,46.821,44.702,45.436,46.029,54.489,2020
Croatia,General government net lending/borrowing,-3.4,-0.935,0.813,0.229,0.229,-7.362,2020
Croatia,General government gross debt,83.25,79.723,76.518,73.208,71.082,87.281,2020
Croatia,Current account balance,3.371,2.309,3.54,1.885,3.031,-0.113,2020
Cyprus,"Gross domestic product, constant prices",3.382,6.455,5.853,5.693,5.282,-4.985,2021
Cyprus,"Gross domestic product, current prices",19.844,20.947,22.863,25.535,25.762,24.672,2021
Cyprus,"Gross domestic product, deflator",100.215,99.642,100.677,101.688,102.83,101.677,2021
Cyprus,"Gross domestic product per capita, constant prices","34,494.49","36,664.33","38,515.93","40,264.44","41,826.87","39,200.15",2020
Cyprus,Total investment,13.18,17.364,20.786,19.271,20.243,19.016,2021
Cyprus,Gross national savings,13.229,13.236,15.651,15.374,14.626,9.055,2021
Cyprus,"Inflation, average consumer prices",99.994,98.778,99.45,100.23,100.781,99.674,2021
Cyprus,Volume of imports of goods and services,8.062,10.164,14.303,4.323,8.338,-2.548,2020
Cyprus,Volume of exports of goods and services,8.89,7.052,11.18,7.271,7.484,-5.106,2020
Cyprus,Unemployment rate,14.9,12.95,11.05,8.35,7.075,7.575,2020
Cyprus,Population,0.847,0.848,0.855,0.864,0.876,0.888,2020
Cyprus,General government revenue,39.665,37.71,38.462,39.197,39.673,39.282,2020
Cyprus,General government total expenditure,39.48,37.466,36.474,42.692,38.376,44.984,2020
Cyprus,General government net lending/borrowing,0.186,0.244,1.988,-3.495,1.298,-5.702,2020
Cyprus,General government gross debt,107.16,103.065,92.931,98.351,91.082,114.961,2020
Cyprus,Current account balance,-0.448,-4.203,-5.06,-3.969,-5.686,-10.071,2020
Czech Republic,"Gross domestic product, constant prices",5.388,2.537,5.169,3.199,3.029,-5.798,2020
Czech Republic,"Gross domestic product, current prices",188.033,196.272,218.629,248.95,252.498,245.339,2020
Czech Republic,"Gross domestic product, deflator",100,101.141,102.463,105.095,109.183,113.982,2020
Czech Republic,"Gross domestic product per capita, constant prices","36,333.73","37,200.66","39,031.09","40,160.98","41,223.23","38,672.90",2020
Czech Republic,Total investment,27.983,26.024,26.372,27.202,27.613,25.92,2020
Czech Republic,Gross national savings,28.432,27.8,27.919,27.648,27.943,29.494,2020
Czech Republic,"Inflation, average consumer prices",99.975,100.658,103.125,105.342,108.342,111.767,2021
Czech Republic,Volume of imports of goods and services,6.848,2.83,6.251,5.784,1.545,-6.859,2020
Czech Republic,Volume of exports of goods and services,6.032,4.343,7.198,3.707,1.479,-6.922,2020
Czech Republic,Unemployment rate,5.021,3.946,2.89,2.243,2.001,2.541,2020
Czech Republic,Population,10.538,10.554,10.579,10.61,10.65,10.694,2020
Czech Republic,General government revenue,41.29,40.463,40.481,41.516,41.37,41.639,2020
Czech Republic,General government total expenditure,41.934,39.751,38.98,40.603,41.062,47.224,2020
Czech Republic,General government net lending/borrowing,-0.644,0.712,1.501,0.913,0.308,-5.585,2020
Czech Republic,General government gross debt,39.695,36.581,34.235,32.065,30.049,37.746,2020
Czech Republic,Current account balance,0.449,1.776,1.547,0.446,0.331,3.574,2020
Denmark,"Gross domestic product, constant prices",2.343,3.248,2.819,1.991,2.114,-2.061,2021
Denmark,"Gross domestic product, current prices",302.673,313.116,332.121,356.841,347.561,356.085,2021
Denmark,"Gross domestic product, deflator",105.472,105.739,106.995,107.793,108.594,111.43,2021
Denmark,"Gross domestic product per capita, constant prices","53,268.95","54,540.79","55,673.46","56,463.28","57,409.97","56,065.51",2021
Denmark,Total investment,20.631,21.775,22.053,22.599,21.964,22.926,2021
Denmark,Gross national savings,28.876,29.549,30.062,29.881,30.775,31.065,2021
Denmark,"Inflation, average consumer prices",100,100.017,101.075,101.792,102.533,102.875,2021
Denmark,Volume of imports of goods and services,4.561,3.662,4.183,5.093,2.956,-4.08,2021
Denmark,Volume of exports of goods and services,3.577,4.111,4.814,3.352,5.029,-7.007,2021
Denmark,Unemployment rate,6.292,6.017,5.817,5.1,5.042,5.658,2021
Denmark,Population,5.66,5.707,5.749,5.781,5.806,5.823,2021
Denmark,General government revenue,53.198,52.373,52.336,51.309,53.581,53.251,2020
Denmark,General government total expenditure,54.528,52.479,50.55,50.548,49.517,53.434,2020
Denmark,General government net lending/borrowing,-1.33,-0.106,1.786,0.76,4.064,-0.183,2020
Denmark,General government gross debt,39.774,37.193,35.893,34,33.567,42.103,2020
Denmark,Current account balance,8.245,7.774,8.009,7.282,8.81,8.139,2021
Dominican Republic,"Gross domestic product, constant prices",6.927,6.659,4.667,6.983,5.052,-6.72,2021
Dominican Republic,"Gross domestic product, current prices",71.254,75.777,80.082,85.63,89.032,78.923,2021
Dominican Republic,"Gross domestic product, deflator",153.125,156.178,162.708,169.414,173.693,181.897,2021
Dominican Republic,"Gross domestic product per capita, constant prices","15,791.32","16,684.41","17,301.38","18,334.61","19,090.48","17,652.97",2019
Dominican Republic,Total investment,23.442,22.972,22.472,25.796,26.005,25.383,2021
Dominican Republic,Gross national savings,21.645,21.897,22.306,24.252,24.671,23.43,2021
Dominican Republic,"Inflation, average consumer prices",87.733,89.149,92.073,95.355,97.081,100.752,2020
Dominican Republic,Volume of imports of goods and services,19.225,9.157,-4.229,5.477,5.049,-11.718,2020
Dominican Republic,Volume of exports of goods and services,9.282,7.703,3.34,4.267,-0.952,-33.725,2020
Dominican Republic,Unemployment rate,7.328,7.08,5.509,5.656,6.167,5.829,2020
Dominican Republic,Population,9.98,10.075,10.169,10.266,10.358,10.448,2019
Dominican Republic,General government revenue,16.648,13.871,13.977,14.191,14.396,14.187,2020
Dominican Republic,General government total expenditure,16.681,16.974,17.064,16.352,16.591,22.092,2020
Dominican Republic,General government net lending/borrowing,-0.033,-3.103,-3.088,-2.16,-2.195,-7.905,2020
Dominican Republic,General government gross debt,44.941,46.591,48.906,50.465,53.579,71.533,2020
Dominican Republic,Current account balance,-1.797,-1.075,-0.166,-1.543,-1.334,-1.953,2020
Ecuador,"Gross domestic product, constant prices",0.099,-1.226,2.368,1.289,0.012,-7.788,2021
Ecuador,"Gross domestic product, current prices",99.29,99.938,104.296,107.562,108.108,99.291,2021
Ecuador,"Gross domestic product, deflator",141.49,144.181,146.987,149.661,150.402,149.802,2021
Ecuador,"Gross domestic product per capita, constant prices","11,847.54","11,525.33","11,623.72","11,603.14","11,440.19","10,403.08",2020
Ecuador,Total investment,26.87,24.979,26.28,26.748,25.906,22.046,2021
Ecuador,Gross national savings,24.633,26.089,26.104,25.531,25.849,24.628,2021
Ecuador,"Inflation, average consumer prices",103.22,105.004,105.442,105.206,105.486,105.129,2021
Ecuador,Volume of imports of goods and services,-7.819,-7.831,14.804,3.62,1.074,-14.913,2021
Ecuador,Volume of exports of goods and services,-0.435,4.693,1.569,0.973,7.486,0.216,2021
Ecuador,Unemployment rate,4.77,5.21,4.62,3.69,3.84,5.346,2021
Ecuador,Population,16.279,16.529,16.777,17.023,17.268,17.511,2020
Ecuador,General government revenue,33.56,30.333,32.05,35.598,33.66,29.618,2020
Ecuador,General government total expenditure,39.679,38.565,36.511,37.653,36.402,35.73,2020
Ecuador,General government net lending/borrowing,-6.119,-8.232,-4.461,-2.055,-2.743,-6.111,2020
Ecuador,General government gross debt,35.218,44.582,47.03,49.087,51.411,60.89,2020
Ecuador,Current account balance,-2.237,1.11,-0.176,-1.216,-0.057,2.583,2020
Egypt,"Gross domestic product, constant prices",4.372,4.347,4.077,5.314,5.558,3.57,2021
Egypt,"Gross domestic product, current prices",332.075,332.484,236.528,250.253,302.335,364.023,2021
Egypt,"Gross domestic product, deflator",76.487,81.264,100,121.426,137.968,146.551,2021
Egypt,"Gross domestic product per capita, constant prices","10,990.31","11,215.98","11,158.25","11,521.27","11,940.25","12,157.50",2020
Egypt,Total investment,14.289,15.04,15.274,16.656,17.993,13.742,2021
Egypt,Gross national savings,10.632,9.076,9.188,14.274,14.39,10.675,2021
Egypt,"Inflation, average consumer prices",53.367,58.817,72.658,87.808,99.992,105.692,2021
Egypt,Volume of imports of goods and services,19.982,5.834,0.993,-0.186,2.744,0.356,2021
Egypt,Volume of exports of goods and services,19.207,-5.973,2.977,18.59,9.365,-3.775,2021
Egypt,Unemployment rate,12.859,12.705,12.245,10.932,8.612,8.296,2021
Egypt,Population,89,91,95.2,97.1,98.9,100.6,2020
Egypt,General government revenue,22.03,20.265,21.761,20.67,20.296,19.153,2021
Egypt,General government total expenditure,32.964,32.734,32.19,30.107,28.282,27.001,2021
Egypt,General government net lending/borrowing,-10.934,-12.469,-10.429,-9.437,-7.986,-7.848,2021
Egypt,General government gross debt,88.305,96.809,103.04,92.484,84.214,89.647,2021
Egypt,Current account balance,-3.657,-5.965,-6.086,-2.383,-3.603,-3.068,2021
El Salvador,"Gross domestic product, constant prices",2.395,2.542,2.253,2.412,2.633,-7.942,2020
El Salvador,"Gross domestic product, current prices",23.438,24.191,24.979,26.021,26.897,24.639,2020
El Salvador,"Gross domestic product, deflator",101.312,101.975,102.976,104.743,105.491,104.972,2020
El Salvador,"Gross domestic product per capita, constant prices","8,143.12","8,309.37","8,454.05","8,614.02","8,795.31","8,056.56",2019
El Salvador,Total investment,16.017,15.968,16.677,18.372,16.879,17.906,2020
El Salvador,Gross national savings,12.801,13.693,14.817,15.07,16.264,18.397,2020
El Salvador,"Inflation, average consumer prices",109.373,110.034,111.15,112.359,112.443,112.027,2021
El Salvador,Volume of imports of goods and services,13.265,3.618,-0.761,4.285,0.923,-7.135,2020
El Salvador,Volume of exports of goods and services,3.893,0.952,3.358,1.181,5.911,-21.221,2020
El Salvador,Unemployment rate,7.006,6.98,7.049,6.346,6.335,11.973,2020
El Salvador,Population,6.325,6.356,6.388,6.421,6.454,6.486,2019
El Salvador,General government revenue,23.475,24.357,25.235,24.557,24.124,24.525,2020
El Salvador,General government total expenditure,27.108,27.462,27.763,27.263,27.192,32.715,2020
El Salvador,General government net lending/borrowing,-3.632,-3.104,-2.528,-2.706,-3.068,-8.19,2020
El Salvador,General government gross debt,67.038,68.766,70.526,70.354,71.289,89.164,2020
El Salvador,Current account balance,-3.216,-2.274,-1.86,-3.302,-0.615,0.491,2020
Estonia,"Gross domestic product, constant prices",1.853,3.155,5.792,4.134,4.096,-2.951,2021
Estonia,"Gross domestic product, current prices",22.893,24.066,26.915,30.503,31.049,30.626,2021
Estonia,"Gross domestic product, deflator",100,102.187,105.856,110.116,113.628,113.293,2021
Estonia,"Gross domestic product per capita, constant prices","31,113.33","32,085.78","33,903.13","35,181.98","36,488.52","35,341.82",2021
Estonia,Total investment,25.001,25.119,26.382,26.913,26.083,30.244,2021
Estonia,Gross national savings,26.775,26.35,28.646,27.712,28.608,29.986,2021
Estonia,"Inflation, average consumer prices",100,100.8,104.48,108.045,110.496,109.795,2021
Estonia,Volume of imports of goods and services,-1.887,6.497,3.991,5.689,3.8,0.856,2021
Estonia,Volume of exports of goods and services,-1.502,4.822,4.832,3.881,6.481,-4.978,2021
Estonia,Unemployment rate,6.185,6.758,5.763,5.371,4.448,6.806,2021
Estonia,Population,1.315,1.316,1.317,1.322,1.327,1.329,2021
Estonia,General government revenue,39.669,38.985,38.498,38.891,39.556,40.289,2021
Estonia,General government total expenditure,39.525,39.397,39.236,39.447,39.434,45.885,2021
Estonia,General government net lending/borrowing,0.144,-0.412,-0.738,-0.556,0.122,-5.596,2021
Estonia,General government gross debt,10.069,9.997,9.122,8.24,8.558,18.996,2021
Estonia,Current account balance,1.774,1.231,2.264,0.798,2.525,-0.258,2021
Finland,"Gross domestic product, constant prices",0.544,2.811,3.192,1.142,1.221,-2.3,2020
Finland,"Gross domestic product, current prices",234.558,240.705,255.558,275.84,268.538,271.619,2020
Finland,"Gross domestic product, deflator",100,100.087,100.907,102.928,104.467,106.098,2020
Finland,"Gross domestic product per capita, constant prices","45,145.07","46,282.74","47,621.51","48,079.42","48,624.11","47,442.51",2020
Finland,Total investment,21.686,23.239,23.977,25.227,24.052,24.484,2020
Finland,Gross national savings,20.748,21.24,23.174,23.382,23.74,25.317,2020
Finland,"Inflation, average consumer prices",100,100.389,101.232,102.415,103.579,103.976,2020
Finland,Volume of imports of goods and services,1.963,5.721,4.314,5.732,2.364,-6.643,2020
Finland,Volume of exports of goods and services,0.392,3.893,8.822,1.503,6.675,-7.473,2020
Finland,Unemployment rate,9.575,8.975,8.825,7.408,6.742,7.758,2020
Finland,Population,5.472,5.487,5.503,5.513,5.518,5.525,2020
Finland,General government revenue,54.064,53.949,52.979,52.468,52.345,51.468,2020
Finland,General government total expenditure,56.49,55.647,53.633,53.321,53.284,56.892,2020
Finland,General government net lending/borrowing,-2.425,-1.698,-0.654,-0.853,-0.938,-5.423,2020
Finland,General government gross debt,63.642,63.176,61.167,59.779,59.594,68.986,2020
Finland,Current account balance,-0.937,-1.999,-0.803,-1.845,-0.312,0.834,2020
France,"Gross domestic product, constant prices",1.042,1.026,2.441,1.841,1.839,-7.987,2021
France,"Gross domestic product, current prices","2,438.21","2,471.26","2,589.03","2,789.68","2,730.11","2,621.96",2021
France,"Gross domestic product, deflator",101.139,101.738,102.119,103.157,104.529,107.17,2021
France,"Gross domestic product per capita, constant prices","45,040.74","45,384.26","46,369.70","47,073.92","47,753.47","43,813.22",2021
France,Total investment,22.712,22.609,23.436,23.857,24.393,23.663,2021
France,Gross national savings,22.344,22.123,22.67,23.026,24.103,21.762,2021
France,"Inflation, average consumer prices",99.999,100.305,101.473,103.603,104.947,105.498,2021
France,Volume of imports of goods and services,5.722,2.895,4.69,3.055,2.382,-12.164,2021
France,Volume of exports of goods and services,4.445,1.744,4.625,4.603,1.495,-16.117,2021
France,Unemployment rate,10.35,10.042,9.442,9.008,8.417,8.008,2021
France,Population,64.301,64.469,64.639,64.844,65.097,65.284,2021
France,General government revenue,53.172,53.049,53.545,53.356,52.262,52.633,2021
France,General government total expenditure,56.798,56.686,56.503,55.645,55.332,61.716,2021
France,General government net lending/borrowing,-3.625,-3.637,-2.958,-2.289,-3.07,-9.084,2021
France,General government gross debt,95.582,97.958,98.131,97.783,97.414,115.152,2021
France,Current account balance,-0.368,-0.486,-0.767,-0.831,-0.291,-1.901,2021
Georgia,"Gross domestic product, constant prices",3.027,2.906,4.843,4.843,4.982,-6.76,2021
Georgia,"Gross domestic product, current prices",14.953,15.141,16.242,17.599,17.477,15.846,2021
Georgia,"Gross domestic product, deflator",100,102.62,111.333,116.188,122.221,131.12,2021
Georgia,"Gross domestic product per capita, constant prices","12,616.58","12,959.86","13,595.58","14,241.75","14,975.81","13,988.18",2021
Georgia,Total investment,26.295,30.152,27.29,28.123,25.299,23.857,2021
Georgia,Gross national savings,14.478,17.697,19.249,21.352,19.805,11.452,2021
Georgia,"Inflation, average consumer prices",114.665,117.113,124.181,127.429,133.613,140.564,2021
Georgia,Volume of imports of goods and services,7.138,2.378,8.071,10.23,6.747,-17.914,2021
Georgia,Volume of exports of goods and services,4.634,8.711,11.629,10.233,9.998,-37.011,2021
Georgia,Unemployment rate,21.9,21.7,21.6,19.2,17.6,18.5,2021
Georgia,Population,3.722,3.729,3.726,3.73,3.724,3.717,2021
Georgia,General government revenue,26.296,26.853,27.111,26.37,27.105,25.213,2021
Georgia,General government total expenditure,27.48,28.372,27.596,27.187,28.947,34.468,2021
Georgia,General government net lending/borrowing,-1.184,-1.52,-0.484,-0.817,-1.842,-9.255,2021
Georgia,General government gross debt,36.666,40.255,39.446,38.886,40.434,60.19,2021
Georgia,Current account balance,-11.817,-12.455,-8.041,-6.771,-5.493,-12.405,2021
Germany,"Gross domestic product, constant prices",1.487,2.23,2.68,1.086,1.05,-4.56,2021
Germany,"Gross domestic product, current prices","3,357.93","3,468.90","3,689.55","3,979.09","3,888.76","3,843.34",2021
Germany,"Gross domestic product, deflator",100,101.328,102.851,104.882,107.043,108.742,2021
Germany,"Gross domestic product per capita, constant prices","51,450.81","52,175.41","53,373.76","53,791.88","54,234.43","51,718.75",2021
Germany,Total investment,19.743,19.967,20.962,21.905,22.141,21.149,2021
Germany,Gross national savings,28.344,28.475,28.792,29.854,29.71,28.238,2021
Germany,"Inflation, average consumer prices",99.992,100.358,102.067,104.042,105.45,105.842,2021
Germany,Volume of imports of goods and services,5.363,4.381,5.709,4.004,2.89,-9.179,2021
Germany,Volume of exports of goods and services,4.877,2.296,5.555,2.458,1.137,-10.093,2021
Germany,Unemployment rate,4.633,4.133,3.758,3.4,3.15,3.833,2021
Germany,Population,81.687,82.349,82.657,82.906,83.093,83.161,2021
Germany,General government revenue,45.102,45.514,45.511,46.239,46.462,46.529,2021
Germany,General government total expenditure,44.141,44.354,44.175,44.325,44.991,50.842,2021
Germany,General government net lending/borrowing,0.961,1.16,1.336,1.913,1.471,-4.313,2021
Germany,General government gross debt,71.975,68.99,64.658,61.271,58.925,68.724,2021
Germany,Current account balance,8.601,8.508,7.83,7.95,7.569,7.089,2021
Greece,"Gross domestic product, constant prices",-0.196,-0.487,1.092,1.668,1.804,-9.019,2021
Greece,"Gross domestic product, current prices",195.703,193.095,199.773,212.146,205.166,188.684,2021
Greece,"Gross domestic product, deflator",100,99.421,99.705,99.541,99.788,98.952,2021
Greece,"Gross domestic product per capita, constant prices","28,113.65","28,169.36","28,518.16","29,066.92","29,636.87","26,979.07",2021
Greece,Total investment,12.077,12.837,12.022,13.15,12.606,14.998,2021
Greece,Gross national savings,10.574,10.464,9.448,9.575,10.371,7.663,2021
Greece,"Inflation, average consumer prices",118.557,118.573,119.922,120.851,121.476,119.943,2021
Greece,Volume of imports of goods and services,8.038,1.904,7.37,8.312,6.736,-7.313,2021
Greece,Volume of exports of goods and services,3.992,-0.391,8.338,8.847,7.4,-26.177,2021
Greece,Unemployment rate,24.9,23.55,21.45,19.3,17.325,16.4,2021
Greece,Population,10.858,10.784,10.768,10.741,10.725,10.719,2021
Greece,General government revenue,48.146,50.253,49.408,49.305,48.024,48.932,2021
Greece,General government total expenditure,51.161,49.941,48.496,48.499,47.816,59.804,2021
Greece,General government net lending/borrowing,-3.015,0.312,0.912,0.806,0.208,-10.872,2021
Greece,General government gross debt,178.721,183.143,182.68,190.147,185.082,211.897,2021
Greece,Current account balance,-1.503,-2.373,-2.575,-3.575,-2.234,-7.335,2021
Honduras,"Gross domestic product, constant prices",3.84,3.893,4.843,3.845,2.653,-8.965,2021
Honduras,"Gross domestic product, current prices",20.98,21.718,23.136,24.068,25.09,23.828,2021
Honduras,"Gross domestic product, deflator",242.196,251.104,262.436,267.546,278.587,291.497,2021
Honduras,"Gross domestic product per capita, constant prices","5,283.41","5,394.33","5,557.93","5,671.99","5,721.95","5,119.06",2021
Honduras,Total investment,25.118,23.377,24.821,26.572,22.731,18.721,2021
Honduras,Gross national savings,20.447,20.234,23.575,20,20.065,21.496,2021
Honduras,"Inflation, average consumer prices",284.75,292.508,304.017,317.236,331.083,342.567,2021
Honduras,Volume of imports of goods and services,18.743,1.668,2.669,2.468,-0.79,-8.353,2021
Honduras,Volume of exports of goods and services,5.767,-1.127,5.855,-1.137,3.914,-13.215,2021
Honduras,Unemployment rate,6.147,6.727,5.528,5.648,5.386,9.4,2021
Honduras,Population,9.113,9.273,9.436,9.602,9.77,9.942,2021
Honduras,General government revenue,25.241,26.985,26.45,26.353,25.813,23.352,2021
Honduras,General government total expenditure,26.022,27.383,26.858,26.156,25.724,28.001,2021
Honduras,General government net lending/borrowing,-0.781,-0.397,-0.408,0.197,0.088,-4.649,2021
Honduras,General government gross debt,37.114,38.174,38.853,39.711,42.623,50.972,2021
Honduras,Current account balance,-4.671,-3.144,-1.246,-6.572,-2.666,2.775,2021
Hong Kong SAR,"Gross domestic product, constant prices",2.388,2.175,3.796,2.847,-1.678,-6.497,2021
Hong Kong SAR,"Gross domestic product, current prices",309.386,320.86,341.271,361.731,363.052,344.879,2021
Hong Kong SAR,"Gross domestic product, deflator",90.409,91.89,94.537,97.996,100,100.575,2021
Hong Kong SAR,"Gross domestic product per capita, constant prices","57,070.66","57,771.62","59,667.89","60,769.13","59,488.67","56,326.49",2021
Hong Kong SAR,Total investment,21.541,21.507,22.069,21.995,18.191,18.952,2021
Hong Kong SAR,Gross national savings,24.859,25.462,26.65,25.731,24.037,25.933,2021
Hong Kong SAR,"Inflation, average consumer prices",90.967,93.158,94.55,96.825,99.617,99.867,2021
Hong Kong SAR,Volume of imports of goods and services,-1.764,0.868,6.614,4.487,-7.245,-6.858,2021
Hong Kong SAR,Volume of exports of goods and services,-1.371,0.684,5.845,3.654,-6.149,-6.684,2021
Hong Kong SAR,Unemployment rate,3.315,3.393,3.127,2.815,2.932,5.828,2020
Hong Kong SAR,Population,7.31,7.378,7.415,7.488,7.521,7.427,2021
Hong Kong SAR,General government revenue,18.63,22.638,22.852,20.742,20.368,20.68,2021
Hong Kong SAR,General government total expenditure,18.034,18.251,17.36,18.392,20.951,29.911,2021
Hong Kong SAR,General government net lending/borrowing,0.595,4.387,5.492,2.35,-0.583,-9.231,2021
Hong Kong SAR,General government gross debt,0.062,0.059,0.055,0.052,0.267,0.998,2021
Hong Kong SAR,Current account balance,3.317,3.958,4.569,3.739,5.882,6.984,2021
Hungary,"Gross domestic product, constant prices",3.819,2.303,4.269,5.359,4.554,-4.676,2021
Hungary,"Gross domestic product, current prices",125.074,128.636,143.136,160.587,163.517,155.808,2021
Hungary,"Gross domestic product, deflator",100,101.321,105.403,110.512,115.778,122.627,2021
Hungary,"Gross domestic product per capita, constant prices","27,807.61","28,523.29","29,837.96","31,501.42","32,952.87","31,423.26",2020
Hungary,Total investment,23.076,21.401,22.921,26.647,28.307,27.274,2021
Hungary,Gross national savings,25.557,26.025,25.1,26.966,27.776,25.906,2021
Hungary,"Inflation, average consumer prices",111.377,111.843,114.536,117.799,121.771,125.812,2021
Hungary,Volume of imports of goods and services,6.01,3.749,8.397,6.964,8.207,-3.485,2020
Hungary,Volume of exports of goods and services,7.365,3.804,6.475,4.985,5.423,-5.933,2020
Hungary,Unemployment rate,6.626,4.971,4.041,3.596,3.309,4.115,2020
Hungary,Population,9.856,9.83,9.798,9.778,9.773,9.77,2020
Hungary,General government revenue,48.414,44.991,44.012,43.748,43.629,43.291,2020
Hungary,General government total expenditure,50.42,46.788,46.44,45.842,45.707,51.355,2020
Hungary,General government net lending/borrowing,-2.006,-1.796,-2.428,-2.094,-2.078,-8.064,2020
Hungary,General government gross debt,75.821,74.835,72.075,69.05,65.479,80.036,2020
Hungary,Current account balance,2.349,4.481,2,0.159,-0.696,-1.587,2020
Iceland,"Gross domestic product, constant prices",4.437,6.304,4.195,4.889,2.423,-7.071,2020
Iceland,"Gross domestic product, current prices",17.517,20.793,24.728,26.264,24.82,21.625,2020
Iceland,"Gross domestic product, deflator",100,102.261,103.219,105.949,110.667,114.603,2020
Iceland,"Gross domestic product per capita, constant prices","52,856.27","55,608.74","56,944.80","57,997.30","57,981.20","52,824.48",2018
Iceland,Total investment,19.404,21.084,21.741,22.275,21.096,21.356,2020
Iceland,Gross national savings,25.03,29.181,25.962,25.796,26.904,22.177,2020
Iceland,"Inflation, average consumer prices",151.598,154.169,156.88,161.094,165.94,170.672,2020
Iceland,Volume of imports of goods and services,13.542,14.603,11.831,0.886,-8.519,-21.555,2020
Iceland,Volume of exports of goods and services,8.948,10.951,5.08,1.681,-4.668,-30.227,2020
Iceland,Unemployment rate,4.5,3.342,3.283,3.1,3.925,6.433,2020
Iceland,Population,0.329,0.333,0.338,0.348,0.357,0.364,2018
Iceland,General government revenue,43.078,58.987,45.364,44.755,41.862,42.056,2020
Iceland,General government total expenditure,43.474,46.437,44.409,43.843,43.386,50.731,2020
Iceland,General government net lending/borrowing,-0.395,12.549,0.955,0.912,-1.523,-8.674,2020
Iceland,General government gross debt,97.221,82.373,71.638,63.141,66.246,77.408,2020
Iceland,Current account balance,5.626,8.097,4.221,3.521,5.809,0.822,2020
Indonesia,"Gross domestic product, constant prices",4.876,5.033,5.07,5.174,5.019,-2.065,2021
Indonesia,"Gross domestic product, current prices",860.741,932.066,"1,015.49","1,042.71","1,120.05","1,059.90",2021
Indonesia,"Gross domestic product, deflator",128.32,131.449,137.092,142.327,144.602,143.97,2021
Indonesia,"Gross domestic product per capita, constant prices","10,260.61","10,655.77","11,073.52","11,522.78","11,976.45","11,586.23",2021
Indonesia,Total investment,34.063,33.859,33.711,34.571,33.78,32.355,2021
Indonesia,Gross national savings,32.028,32.04,32.116,31.633,31.077,31.936,2021
Indonesia,"Inflation, average consumer prices",90.083,93.26,96.813,99.999,102.819,104.909,2021
Indonesia,Volume of imports of goods and services,-8.124,1.048,10.769,14.645,-9.472,-14.772,2021
Indonesia,Volume of exports of goods and services,-3.383,-0.964,12.532,6.312,-7.426,-3.943,2021
Indonesia,Unemployment rate,6.18,5.61,5.5,5.24,5.18,7.07,2021
Indonesia,Population,255.588,258.497,261.356,264.162,266.912,270.204,2021
Indonesia,General government revenue,14.875,14.338,14.053,14.881,14.154,12.465,2021
Indonesia,General government total expenditure,17.478,16.824,16.562,16.631,16.383,18.604,2021
Indonesia,General government net lending/borrowing,-2.604,-2.486,-2.509,-1.75,-2.229,-6.139,2021
Indonesia,General government gross debt,27.013,27.955,29.396,30.423,30.563,39.761,2021
Indonesia,Current account balance,-2.035,-1.819,-1.595,-2.938,-2.703,-0.418,2021
Islamic Republic of Iran,"Gross domestic product, constant prices",-1.425,8.815,2.759,-2.254,-1.34,1.762,2021
Islamic Republic of Iran,"Gross domestic product, current prices",408.288,458.042,486.829,513.417,655.791,938.052,2021
Islamic Republic of Iran,"Gross domestic product, deflator",91.408,100,113.035,148.622,192.898,271.146,2021
Islamic Republic of Iran,"Gross domestic product per capita, constant prices","14,418.89","15,498.07","15,737.32","15,207.74","14,840.67","14,945.21",2021
Islamic Republic of Iran,Total investment,32.991,31.245,34.295,33.819,40.388,42.397,2021
Islamic Republic of Iran,Gross national savings,33.324,34.135,37.359,39.027,40.96,42.322,2021
Islamic Republic of Iran,"Inflation, average consumer prices",91.708,100.008,109.65,142.79,192.229,262.281,2022
Islamic Republic of Iran,Volume of imports of goods and services,-7.724,11.401,10.478,-18.156,-11.888,-20.169,2021
Islamic Republic of Iran,Volume of exports of goods and services,49.718,13.759,0.164,-15.841,-21.889,-1.932,2021
Islamic Republic of Iran,Unemployment rate,11,12.425,12.075,12.025,10.625,9.6,2021
Islamic Republic of Iran,Population,79.476,80.46,81.423,82.359,83.265,84.139,2021
Islamic Republic of Iran,General government revenue,14.823,15.265,15.504,13.685,9.258,7.936,2019
Islamic Republic of Iran,General government total expenditure,16.322,17.038,17.118,15.333,13.76,13.029,2019
Islamic Republic of Iran,General government net lending/borrowing,-1.5,-1.773,-1.614,-1.649,-4.502,-5.093,2019
Islamic Republic of Iran,General government gross debt,37.023,48.301,45.044,40.777,42.424,45.642,2019
Islamic Republic of Iran,Current account balance,0.333,2.89,3.064,5.208,0.573,-0.075,2021
Ireland,"Gross domestic product, constant prices",25.177,2.042,8.94,9.03,4.917,5.867,2021
Ireland,"Gross domestic product, current prices",291.611,298.846,335.312,385.215,399.165,425.549,2021
Ireland,"Gross domestic product, deflator",93.733,94.394,95.268,95.946,99.999,98.788,2021
Ireland,"Gross domestic product per capita, constant prices","71,625.36","72,208.80","77,782.49","83,758.51","86,744.30","91,035.79",2021
Ireland,Total investment,25.781,37.573,34.666,28.552,54.698,40.882,2021
Ireland,Gross national savings,30.179,33.361,35.157,33.462,34.847,38.228,2021
Ireland,"Inflation, average consumer prices",99.975,99.8,100.058,100.775,101.642,101.183,2021
